Coefficients,Instruments
11.599236,
22.690601,
176.64682,9;8;7
182.20543,9;8;7
184.50601,9;8;7
183.88882,9;8;7
182.0679,9;8;7
181.13527,9;8;7
180.61307,9;8;7
179.72784,9;8;7
178.58875,9;8;7
177.37613,9;8;7
175.46292,9;8;7
175.00711,9;8;7
176.54956,9;8;7
179.0737,9;8;7
180.851,9;8;7
181.35635,9;8;7
181.07518,9;8;7
180.14195,9;8;7
178.50775,9;8;7
176.43356,9;8;7
175.18042,9;8;7
174.40149,9;8;7
173.62222,9;8;7
172.48627,9;8;7
171.24097,9;8;7
170.31421,9;8;7
170.17339,9;8;7
168.26897,9;8;7
164.9298,9;8;7
162.36562,9;8;7
161.18187,9;8;7
159.96703,
157.0032,
152.56021,
148.1347,
144.22726,
139.70912,
137.27142,
136.44359,
135.77524,
134.6836,
132.77654,
131.03712,
129.207,
126.938095,
124.2332,
120.84265,
118.158585,
115.85243,
112.0009,
107.427536,
103.88358,
101.88755,
99.95299,
97.52374,
95.78772,
95.20091,
93.703125,
92.082306,
91.50525,
99.19212,
103.93378,9;8
105.69646,9;8
110.55965,9;8
128.83435,9;8
145.50458,9;8
154.28354,9;8
156.05272,9;8
153.32455,9;8
152.09554,9;8
157.44363,9;8
168.79776,9;8
178.08391,9;8
182.77255,8;9
185.60754,8;9
187.93799,8;9
187.60257,8;9
183.10356,8;9
176.03825,8;9
170.20802,8;9
170.93974,8;9
173.74854,8;9
174.19135,8;9
173.8926,9;8
173.74481,9;8
174.38687,9;8
173.6011,9;8
170.14087,9;8
165.22128,9;8
162.71475,9;8
161.77211,9;8
164.6726,9;8
169.07423,9;8
172.83476,9;8
174.73843,9;8
174.19238,9;8
173.06232,9;8
172.07632,9;8
170.47652,9;8
168.46805,9;8
166.72736,9;8
165.41852,9;8
165.20468,9;8
166.5372,9;8
169.11905,9;8
170.31302,9;8
170.83238,9;8
171.44377,9;8
175.22353,9;8
180.65018,9;8
183.64279,9;8
184.80756,9;8
184.34447,9;8
182.4689,9;8
180.56604,9;8
179.15295,9;8
177.69693,9;8
175.58582,9;8
173.20248,9;8
172.1611,9;8
173.25198,9;8
173.97916,9;8
174.05063,9;8
174.192,9;8
173.29562,9;8
171.47002,9;8
168.80447,9;8
164.57225,9;8
161.36035,9;8
159.61444,9;8
160.06152,9;8
162.0392,9;8
164.06552,9;8
165.13474,9;8
166.47563,9;8
168.6213,9;8
170.06201,9;8
169.28568,9;8
168.28763,9;8
167.74184,9;8
167.5383,9;8
169.37285,9;8
173.21135,9;8
177.57431,9;8
179.04471,9;8
176.10034,9;8
170.51642,9;8
166.07181,8;9
165.22598,8;9
166.09793,8;9
168.79413,8;9
174.55666,8;9
179.5049,8;9
182.10756,8;9
180.42632,8;9
174.64291,8;9
168.94789,8;9
166.6286,8;9
165.3266,8;9
163.8697,8;9
163.07266,8;9
161.6389,8;9
159.65372,8;9
158.16856,8;9
161.51785,8;9
167.29865,8;9
171.7058,8;9
173.38774,8;9
173.53238,8;9
174.06297,8;9
175.33665,8;9
176.97345,8;9
178.2063,8;9
178.60522,8;9
177.63322,8;9
176.3029,8;9
175.49332,8;9
175.24007,8;9
174.04811,8;9
171.68756,
168.90851,
166.25569,
162.75864,
157.51569,
151.23973,
144.26169,
137.42667,
132.85019,
131.14816,
129.74553,
126.49304,
121.66431,
117.074844,
114.774155,
114.95926,
115.527145,
115.24516,
113.80678,
112.95983,
114.10628,
113.680984,
114.19616,9;8
115.58925,9;8
120.241325,9;8
131.57404,9;8
145.51956,9;8
156.67926,9;8
164.14946,9;8
167.53706,9;8
167.8336,9;8
169.0983,9;8
170.67075,9;8
171.20177,9;8
171.23416,9;8
169.98267,9;8
168.30663,9;8
166.29173,
163.91208,
163.42563,
163.97086,
164.49898,
164.27267,
162.67522,
160.07877,
157.91736,
156.76257,
156.15544,
155.38287,
153.273,
148.78677,
142.58563,
136.63861,
131.781,
127.87434,
125.10155,
123.48012,
121.40756,
118.855484,
116.5126,8;9;7
114.66794,8;9;7
116.93788,8;9;7
119.53218,8;9;7
127.160324,8;9;7
142.87439,8;9;7
156.95825,8;9;7
165.68262,8;9;7
170.8393,8;9;7
174.3838,8;9;7
178.75493,8;9;7
183.76663,8;9;7
186.40007,8;9;7
187.58574,8;9;7
189.09799,8;9;7
188.99722,8;9;7
188.24026,8;9;7
186.85078,8;9;7
185.2956,8;9;7
184.51192,8;9;7
184.03036,8;9;7
184.617,8;9;7
184.40433,8;9;7
183.1234,8;9;7
181.58832,8;9;7
179.33328,8;9;7
176.09741,8;9;7
176.84723,8;9;7
178.345,8;9;7
179.4187,8;9;7
179.83371,8;9;7
178.8169,8;9;7
177.96017,8;9;7
179.13525,8;9;7
180.5542,8;9;7
180.54384,8;9;7
178.47815,8;9;7
175.42264,8;9;7
172.09172,8;9;7
172.05495,8;9;7
171.98036,8;9;7
171.13226,8;9;7
169.83548,8;9;7
167.77266,8;9;7
165.20166,8;9;7
162.81067,8;9;7
161.00146,8;9;7
160.80588,8;9;7
166.61154,8;9;7
175.29709,8;9;7
185.04346,8;9;7
191.9458,8;9;7
194.48831,8;9
194.67313,8;9
194.63585,8;9
194.66791,8;9
194.27274,8;9
193.77365,8;9
193.36414,8;9
192.59416,8;9
189.99504,8;9
187.32953,8;9
183.31958,8;9
178.52069,8;9
174.72195,8;9
172.02864,8;9
171.14998,8;9
171.72495,8;9;7
172.15343,8;9;7
172.66122,8;9;7
173.93277,8;9;7
176.1086,8;9;7
180.85481,8;9;7
187.44156,8;9;7
191.55809,8;9;7
193.3482,8;9;7
193.11166,8;9;7
191.26596,8;9;7
189.50635,8;9;7
187.75235,8;9;7
186.50266,8;9;7
186.48462,8;9;7
186.87122,8;9;7
186.09494,9;8;7
183.18173,9;8;7
177.36261,9;8
170.40628,9;8
165.78586,
163.24144,
164.83627,9;8;7
168.26038,9;8;7
169.5152,9;8;7
170.00008,9;8;7
171.45227,9;8;7
171.87262,9;8;7
173.6688,9;8;7
178.02707,9;8;7
182.59775,9;8;7
184.22668,9;8;7
182.2377,9;8;7
178.37558,9;8;7
175.7391,9;8;7
174.1276,9;8;7
172.07053,9;8;7
168.5962,9;8;7
165.28275,9;8;7
163.9201,9;8;7
163.13681,9;8;7
162.08197,9;8;7
161.74733,9;8;7
161.75954,9;8;7
162.6727,9;8;7
163.50368,9;8;7
163.43704,9;8;7
163.13289,9;8;7
162.63022,9;8;7
162.17758,9;8;7
161.36691,9;8;7
159.68231,9;8;7
158.59497,9;8;7
158.11249,9;8;7
156.70569,9;8;7
153.92967,9;8;7
150.24051,9;8;7
147.74722,9;8;7
150.06772,9;8;7
154.24103,9;8;7
156.10779,9;8;7
156.069,9;8;7
153.0389,9;8;7
146.90425,9;8;7
142.51456,9;8;7
143.41214,9;8;7
145.76306,9;8;7
147.18916,9;8;7
148.7753,9;8;7
149.94595,9;8;7
150.37033,9;8;7
150.05655,9;8;7
151.12025,9;8;7
154.25357,9;8;7
157.40558,9;8;7
158.99425,9;8;7
158.8449,9;8;7
156.99925,9;8;7
155.13321,9;8;7
154.1026,9;8;7
153.27911,9;8;7
152.34715,9;8;7
151.55005,9;8;7
151.022,9;8;7
152.09576,9;8;7
153.39734,9;8;7
154.06299,9;8;7
153.73932,9;8;7
153.69194,9;8;7
153.94812,9;8;7
152.9968,9;8;7
151.9935,9;8;7
151.01581,9;8;7
149.83488,9;8;7
148.23074,9;8;7
146.22693,9;8;7
144.03503,
143.02039,
141.61185,
139.84212,
136.9455,
132.98796,
129.43324,
128.45901,
128.23442,
128.8793,
139.21535,
148.89569,
154.81262,
156.28885,9;8;7
156.84274,9;8;7
163.2476,9;8;7
172.4328,9;8;7
178.36697,9;8;7
180.07945,9;8;7
177.6249,9;8;7
172.95837,9;8;7
169.9931,9;8;7
168.84776,9;8;7
168.72354,9;8;7
168.4147,9;8;7
167.32126,9;8;7
167.85545,9;8;7
169.22763,9;8;7
169.23999,9;8;7
167.2594,9;8;7
164.68336,9;8;7
162.31685,9;8;7
160.44843,9;8;7
157.34818,9;8;7
154.89645,9;8;7
154.2033,9;8;7
154.33682,9;8;7
153.2933,9;8;7
152.75179,9;8;7
154.9173,9;8;7
157.09265,9;8;7
158.12665,9;8;7
157.7615,9;8;7
157.67181,9;8;7
158.34,9;8;7
159.20294,9;8;7
158.29312,9;8;7
155.26749,9;8;7
153.43872,9;8;7
151.06221,9;8;7
147.50143,9;8;7
145.47897,9;8;7
144.87286,9;8;7
144.75528,9;8;7
146.84038,9;8;7
149.56592,9;8;7
152.01097,9;8;7
152.80963,9;8;7
151.89407,9;8;7
150.46223,9;8;7
148.19916,9;8;7
145.19586,9;8;7
143.19446,9;8;7
140.58313,9;8;7
138.90387,9;8;7
138.93848,9;8;7
138.81456,9;8;7
138.9624,9;8;7
138.3127,9;8;7
137.37659,9;8;7
135.4351,
134.11533,
132.37393,
131.66791,
133.15184,
134.06503,
131.64833,
127.47668,9;8;7
132.25098,9;8;7
143.31705,9;8;7
154.87042,9;8;7
160.18303,9;8;7
160.07654,9;8;7
157.07658,9;8;7
152.85,9;8;7
149.4585,9;8;7
147.68524,9;8;7
144.7779,9;8;7
140.90645,9;8;7
137.00815,
133.96288,
134.7769,
135.57065,
134.9841,
134.26794,
134.4321,
133.83394,
133.48288,
133.35689,
133.6505,
134.90129,
138.867,
145.88528,
153.09508,
158.57669,9;8;7
166.98016,9;8;7
173.7388,9;8;7
177.01213,9;8;7
177.23306,9;8;7
175.44142,9;8;7
175.0138,9;8;7
175.72351,9;8;7
175.08759,9;8;7
172.33508,9;8;7
167.73958,9;8;7
161.3465,9;8;7
156.41586,9;8;7
152.03348,9;8;7
148.48123,9;8;7
146.24722,9;8;7
145.63506,9;8;7
146.7373,9;8;7
148.21045,9;8;7
148.7865,9;8;7
149.55533,9;8;7
150.8457,9;8;7
152.84247,9;8;7
153.99068,9;8;7
154.91992,9;8;7
154.58195,9;8;7
152.38829,9;8;7
149.55159,9;8;7
146.98138,9;8;7
145.73521,9;8;7
144.74292,
145.4638,
148.1256,
149.64114,
147.01141,
141.83923,
136.91592,
133.64478,
132.65741,
129.90858,
126.16376,
121.75207,
118.57854,
118.155075,
119.29816,
119.964294,
120.0015,
118.17826,
114.830475,
111.456604,
108.670944,
106.459625,
104.49392,
102.710754,
101.99051,
102.73813,
104.45668,
104.3876,
102.46963,
99.89995,
95.18579,
88.842125,
86.04739,
92.522575,
101.88559,
107.85035,
110.343185,
110.506325,
109.09306,
106.963135,
117.118004,8;9
136.69553,8;9
150.43848,8;9
156.52208,8;9
157.99472,8;9
157.65158,8;9
155.41837,8;9
156.12666,8;9
161.88708,9;8
165.96384,9;8
166.24875,9;8
164.21036,9;8
160.77118,9;8
157.61343,9;8
155.51431,9;8
158.29062,9;8
165.3935,9;8
170.01193,9;8
168.85526,9;8
163.27756,9;8
156.28561,9;8
151.66965,9;8
150.05266,9;8
149.01266,9;8
146.8862,9;8
145.2273,9;8
143.14194,9;8
142.62848,9;8
146.49965,9;8
150.09308,9;8
150.38258,9;8
148.4614,9;8
145.424,9;8
142.84683,9;8
147.7622,9;8
156.41588,9;8
162.24387,9;8
165.22324,9;8
166.52228,9;8
166.74805,9;8
165.31781,9;8
161.73386,9;8
158.34335,9;8
155.97888,9;8
155.63669,9;8
158.32104,9;8
164.44168,9;8
170.2828,9;8
175.0603,9;8
178.85664,9;8
179.26443,9;8
174.7565,9;8
170.43814,9;8
170.21387,9;8
170.64728,9;8
170.62912,9;8
170.28111,9;8
170.83447,9;8
173.04556,9;8
175.5904,9;8
176.25694,9;8
175.35382,9;8
172.22028,9;8
168.05232,9;8
165.48587,9;8
163.03043,9;8
162.01068,9;8
163.72145,9;8
165.59082,9;8
165.7633,9;8
164.25311,9;8
162.01811,9;8
158.4685,9;8
156.8692,9;8
157.89731,9;8
158.62729,9;8
159.79266,8;9
164.53867,8;9
169.4651,8;9
171.0929,8;9
169.80295,8;9
168.66519,8;9
167.7457,8;9
166.87175,8;9
165.31189,8;9
166.8288,8;9
175.22314,8;9
183.34036,8;9
186.89392,8;9
185.06232,8;9
179.2926,8;9
173.13371,8;9
167.406,8;9
162.35681,8;9
162.46594,8;9
168.55745,8;9
174.65257,9;8
177.28918,9;8
175.40077,9;8
170.07553,9;8
165.38678,9;8
163.17122,9;8
163.05939,9;8
162.98898,9;8
161.71877,9;8
159.63934,9;8
157.56662,9;8
155.82648,9;8
152.63464,9;8
148.55402,9;8
144.68375,9;8
141.4823,9;8
138.57773,9;8
136.66107,9;8
136.59843,9;8
135.4768,
133.67894,
132.84822,
131.97746,
130.55453,
128.13483,
124.776215,
121.45692,
118.573135,
115.80287,
113.61607,
111.2694,
109.09345,
107.92054,
107.46211,
106.5542,
105.09662,
101.95782,
97.93742,
108.24069,
132.64384,
151.87439,
160.1987,
161.58322,
158.74554,9;8
154.02342,9;8
149.65466,9;8
146.47342,9;8
146.17213,9;8
146.89458,9;8
146.48405,9;8
145.20917,9;8
144.15073,9;8
143.37491,9;8
142.59373,9;8
142.00067,9;8
142.01288,9;8
141.11653,9;8
139.31097,9;8
137.4963,9;8
136.7234,9;8
136.53693,
136.2485,
136.92627,
139.35014,
140.62538,
141.31604,
141.89397,
141.14128,
142.8826,
143.86958,
143.85086,
143.42703,
141.80228,
139.04636,
136.89957,
136.80269,
136.2439,
136.02115,
148.49313,8;9;7
161.4126,8;9;7
169.4805,8;9;7
176.09662,8;9;7
182.78958,8;9;7
187.6198,8;9;7
191.02264,8;9;7
193.13579,8;9;7
193.7709,8;9;7
193.09436,8;9;7
190.55687,8;9;7
188.57498,8;9;7
188.53822,8;9;7
187.90154,8;9;7
187.16986,8;9;7
187.47894,8;9;7
188.66956,8;9;7
190.01505,8;9;7
189.5133,8;9;7
188.08023,8;9;7
186.76172,8;9;7
186.03522,8;9;7
186.16803,8;9;7
186.46136,8;9;7
186.8934,8;9;7
186.7207,8;9;7
186.08475,8;9;7
186.23552,8;9;7
187.60242,8;9;7
188.72311,8;9;7
188.28891,8;9;7
186.93893,8;9;7
185.95413,8;9;7
185.52682,8;9;7
184.96437,8;9;7
185.80038,8;9;7
189.74776,8;9;7
192.63266,8;9;7
192.37247,8;9;7
189.13542,8;9;7
183.41226,8;9;7
179.70581,8;9;7
179.85947,8;9;7
180.06708,8;9;7
179.10797,8;9;7
177.80298,8;9;7
175.51196,8;9;7
172.79562,8;9;7
170.94061,8;9;7
169.50623,8;9;7
168.23224,8;9;7
166.87875,8;9;7
165.33545,8;9;7
164.64606,8;9;7
164.93347,8;9;7
166.2771,8;9;7
167.91653,8;9;7
167.37125,8;9;7
166.26929,8;9;7
164.76703,8;9;7
165.37587,8;9
165.82666,8;9
165.32977,8;9
163.68155,8;9
164.01605,8;9
168.71423,8;9
171.61462,8;9;7
173.31638,8;9;7
173.05919,8;9;7
172.04633,8;9;7
172.15881,8;9;7
174.21991,8;9;7
176.97336,8;9;7
181.22699,8;9;7
185.16876,8;9;7
187.05734,8;9;7
187.09329,8;9;7
186.64404,8;9;7
187.18655,8;9;7
186.63443,8;9;7
184.35641,8;9;7
180.71878,8;9;7
177.63031,8;9;7
175.40201,8;9;7
172.75664,8;9;7
171.61095,8;9;7
173.31815,8;9;7
176.73729,8;9;7
178.58423,8;9;7
177.83524,9;8
177.34253,9;8;7
179.20145,9;8;7
181.29593,9;8;7
181.45169,9;8;7
179.94356,9;8;7
178.39044,9;8;7
176.8493,9;8;7
175.42435,9;8;7
172.79202,9;8;7
170.1789,9;8;7
168.47789,9;8;7
167.43866,9;8;7
166.13553,9;8;7
166.35356,9;8;7
167.55304,9;8;7
168.19223,9;8;7
168.27159,9;8;7
168.89053,9;8;7
168.05081,9;8;7
166.3053,9;8;7
163.94196,9;8;7
160.85779,9;8;7
158.49937,9;8;7
157.4122,9;8;7
157.53543,9;8;7
158.67505,9;8;7
160.21864,9;8;7
160.7229,9;8;7
160.27794,9;8;7
160.11685,9;8;7
161.48926,9;8;7
162.03923,9;8;7
162.08136,9;8;7
161.99399,9;8;7
161.37616,9;8;7
160.25443,9;8;7
159.3403,9;8;7
157.9432,9;8;7
156.69263,9;8;7
154.99783,9;8;7
152.91266,9;8;7
151.75993,9;8;7
151.24364,9;8;7
151.88118,9;8;7
153.99158,9;8;7
156.22217,9;8;7
156.72028,9;8;7
155.55084,9;8;7
155.04529,9;8;7
154.62726,9;8;7
153.34793,9;8;7
152.03693,9;8;7
152.55116,9;8;7
152.93124,9;8;7
153.08711,9;8;7
152.76822,9;8;7
151.83594,9;8;7
150.07376,9;8;7
148.7461,9;8;7
149.38582,9;8;7
149.63406,9;8;7
149.27151,9;8;7
149.58702,9;8;7
149.66525,9;8;7
148.6224,9;8;7
148.25827,9;8;7
148.10733,9;8;7
147.72433,9;8;7
146.2114,9;8;7
143.77264,9;8;7
140.77052,9;8;7
136.73715,9;8;7
132.48044,9;8;7
130.25232,
128.1592,
126.513725,
126.02181,
126.39235,
129.83655,
138.95767,
148.72379,
161.16068,
172.72278,9;8;7
179.23715,9;8;7
182.35942,9;8;7
183.85483,9;8;7
183.10347,9;8;7
182.12811,9;8;7
181.22383,9;8;7
180.02985,9;8;7
179.28052,9;8;7
179.41231,9;8;7
177.79634,9;8;7
175.91522,9;8;7
175.67233,9;8;7
176.2201,9;8;7
177.16403,9;8;7
177.80945,9;8;7
177.61075,9;8;7
176.91805,9;8;7
176.13455,9;8;7
175.49223,9;8;7
175.95459,9;8;7
176.44092,9;8;7
175.91318,9;8;7
175.1185,9;8;7
175.45004,9;8;7
176.69849,9;8;7
177.82806,9;8;7
177.90823,9;8;7
177.25665,9;8;7
176.10135,9;8;7
175.59584,9;8;7
175.63153,9;8;7
176.78705,9;8;7
177.10544,9;8;7
175.82872,9;8;7
175.2118,9;8;7
173.47095,9;8;7
170.09286,9;8;7
164.94264,9;8;7
160.34254,9;8;7
156.26588,9;8;7
153.66461,9;8;7
153.03256,9;8;7
153.60968,9;8;7
153.46512,9;8;7
153.44363,9;8;7
151.82695,9;8;7
149.45456,9;8;7
148.32765,9;8;7
147.88171,9;8;7
147.53291,9;8;7
147.1979,9;8;7
146.07922,9;8;7
144.46101,9;8;7
141.7786,9;8;7
138.66725,9;8;7
138.59131,9;8;7
143.91064,9;8;7
147.85963,
149.53497,
147.73042,
141.16293,
130.73672,
126.429016,
126.64527,
130.8787,9;8;7
136.97023,9;8;7
149.21109,9;8;7
160.77188,9;8;7
167.25269,9;8;7
169.06432,9;8;7
166.88667,9;8;7
163.04471,9;8;7
159.3235,9;8;7
155.47427,9;8;7
153.24588,
152.48999,
151.73349,
149.65851,
147.63403,
147.42714,
147.41873,
146.12442,
144.10948,
142.06358,
139.7284,
141.76357,
147.49448,
151.94394,9;8;7
157.21545,9;8;7
160.18736,9;8;7
160.7848,9;8;7
161.53357,9;8;7
166.58267,9;8;7
170.02615,9;8;7
171.30743,9;8;7
171.96573,9;8;7
173.16216,9;8;7
172.55252,9;8;7
171.3866,9;8;7
170.17267,9;8;7
168.611,9;8;7
166.91603,9;8;7
164.87544,9;8;7
162.73201,9;8;7
160.45807,9;8;7
160.01248,9;8;7
162.05466,9;8;7
164.08478,9;8;7
163.75815,9;8;7
162.45767,9;8;7
161.64954,9;8;7
161.79077,9;8;7
161.80792,9;8;7
161.98206,9;8;7
162.5734,9;8;7
161.94873,9;8;7
159.4382,9;8;7
155.96759,9;8;7
153.9984,9;8;7
155.47672,9;8;7
158.28079,9;8;7
160.36658,9;8;7
160.95953,9;8;7
160.8643,9;8;7
160.75266,9;8;7
159.45712,9;8;7
158.57661,9;8;7
159.31775,9;8;7
161.72743,9;8;7
164.23486,9;8;7
165.24258,9;8;7
165.47095,9;8;7
165.00769,9;8;7
164.32932,9;8;7
162.25023,9;8;7
161.92798,9;8;7
160.48003,9;8;7
156.9464,9;8;7
152.45439,9;8;7
150.90701,9;8;7
150.39175,9;8;7
148.37692,9;8;7
146.7247,9;8;7
145.71999,9;8;7
144.86435,9;8;7
143.7398,9;8;7
144.14624,9;8;7
145.16748,9;8;7
144.861,9;8;7
144.595,9;8;7
144.88342,9;8;7
144.3558,9;8;7
142.70251,9;8;7
140.29523,9;8;7
138.63983,9;8;7
137.7609,9;8;7
138.86264,9;8;7
140.46025,9;8;7
140.8912,9;8;7
141.93382,9;8;7
141.79227,9;8;7
141.31296,9;8;7
140.88348,9;8;7
139.85092,9;8;7
136.52661,9;8;7
131.92085,9;8;7
127.98321,9;8;7
123.33145,9;8;7
118.87079,9;8;7
118.138115,
121.86687,
124.20215,
122.814606,
119.12668,
126.8479,
146.24673,
163.02963,
172.6474,
177.16376,
178.42871,9;8;7
178.43068,9;8;7
179.05968,9;8;7
179.27313,9;8;7
179.21803,9;8;7
179.03755,9;8;7
178.3165,9;8;7
179.2348,9;8;7
180.03786,9;8;7
180.23627,9;8;7
179.1944,9;8;7
178.3188,9;8;7
177.7835,9;8;7
177.40997,9;8;7
176.8789,9;8;7
174.3862,9;8;7
172.1059,9;8;7
170.37024,9;8;7
169.52629,9;8;7
170.337,9;8;7
171.48856,9;8;7
173.07663,9;8;7
175.93103,9;8;7
178.40808,9;8;7
178.79938,9;8;7
178.34964,9;8;7
179.09717,9;8;7
178.89926,9;8;7
177.66385,9;8;7
176.19543,9;8;7
175.71603,9;8;7
176.92072,9;8;7
177.3316,9;8;7
177.05424,9;8;7
177.15125,9;8;7
177.36725,9;8;7
176.98389,9;8;7
177.76875,9;8;7
179.71991,9;8;7
181.39948,9;8;7
180.93869,9;8;7
177.82512,9;8;7
174.10837,9;8;7
172.06238,9;8;7
170.67276,9;8;7
168.42871,9;8;7
166.13898,9;8;7
164.13022,9;8;7
162.19691,9;8;7
161.99873,9;8;7
164.00362,9;8;7
166.40184,9;8;7
166.51376,
162.18657,
155.51666,
148.95499,
144.52817,
146.3121,
149.30273,
151.40234,8;9;7
152.84634,8;9;7
154.21686,8;9;7
157.15366,8;9;7
162.85141,8;9;7
167.88089,8;9;7
170.51024,8;9;7
170.09969,8;9;7
168.50131,8;9;7
166.34033,8;9;7
164.3457,8;9;7
163.4975,8;9;7
163.46564,8;9;7
162.62979,
159.78253,
156.12607,
152.89673,
149.76962,
146.59091,
143.63495,
139.98196,
141.86005,
148.79234,
152.42084,
156.14223,
162.80106,9;8;7
169.62851,9;8;7
173.52217,9;8;7
173.7756,9;8;7
171.42938,9;8;7
167.48697,9;8;7
165.68822,9;8;7
165.22144,9;8;7
164.80603,9;8;7
162.7623,9;8;7
158.74559,9;8;7
154.78455,9;8;7
152.36119,9;8;7
152.41335,9;8;7
151.8659,9;8;7
150.8406,9;8;7
148.55652,9;8;7
145.95297,9;8;7
146.44382,9;8;7
148.45421,
149.73647,
148.73747,
146.86671,
145.26047,
143.28726,
141.23935,
137.94385,
134.61792,
131.65118,
130.87485,
130.73392,
129.63257,
130.33719,
131.61604,
130.62234,
126.56656,
123.65078,
128.71144,
135.43132,
144.28035,
155.36209,
163.49615,
168.7099,9;8;7
171.39842,9;8;7
171.76924,9;8;7
171.27759,9;8;7
171.06851,9;8;7
170.90839,9;8;7
170.93169,9;8;7
171.36441,9;8;7
172.10623,9;8;7
172.02835,9;8;7
170.48212,9;8;7
168.38922,9;8;7
165.06448,9;8;7
161.05316,9;8;7
157.63776,9;8;7
154.48196,9;8;7
151.00778,
147.36954,
143.89508,
141.14128,
138.69763,
136.74422,
135.08691,
133.26462,
130.65329,
127.996796,
125.775406,
123.8119,
121.39386,
117.70778,
112.68028,
107.237885,
104.19887,
104.12862,
112.537735,
125.248856,
140.65343,9;8;7
154.42558,9;8;7
164.22049,9;8;7
170.29097,9;8;7
171.59616,9;8;7
169.07007,9;8;7
166.83441,9;8;7
166.29619,9;8;7
166.4348,9;8;7
165.4097,9;8;7
163.72551,9;8;7
162.82172,9;8;7
163.86226,9;8;7
165.85025,9;8;7
165.11044,9;8;7
161.68994,9;8;7
158.2477,9;8;7
154.50687,9;8;7
148.82544,9;8;7
143.21222,
141.16241,
139.77948,
137.30478,
133.14586,
128.70187,
125.47328,
123.7112,
122.98366,
121.95677,
120.75455,
119.35882,
117.45857,
115.30826,
113.54747,
111.702614,
109.27826,
107.03354,
106.1639,
109.029236,
119.10737,
136.3297,
153.71011,9;8;7
168.6262,9;8;7
178.02808,9;8;7
182.09058,9;8;7
182.4199,9;8;7
181.39868,9;8;7
180.69203,9;8;7
180.24283,9;8;7
180.01575,9;8;7
179.75761,9;8;7
179.57848,9;8;7
179.58012,9;8;7
179.48141,9;8;7
179.8125,9;8;7
179.58571,9;8;7
178.29987,9;8;7
175.48569,9;8;7
171.50146,9;8;7
166.99893,9;8;7
162.9213,
159.01546,
153.90659,
147.29425,
140.1147,
133.4879,
129.63211,
127.404015,
124.83209,
123.10381,
123.01953,
124.53151,
125.77946,
125.90963,
125.29176,
124.12892,
123.08536,
124.52931,
130.79909,
136.15915,
143.46848,9;8;7
153.70477,9;8;7
163.19312,9;8;7
168.82848,9;8;7
170.8916,9;8;7
171.82935,9;8;7
172.41522,9;8;7
171.71518,9;8;7
170.29921,9;8;7
168.37943,9;8;7
166.68283,9;8;7
164.79654,9;8;7
163.25272,9;8;7
162.43245,9;8;7
160.65112,9;8;7
157.47916,9;8;7
154.3187,9;8;7
152.24022,9;8;7
151.43425,9;8;7
151.6124,9;8;7
151.72215,9;8;7
152.19183,9;8;7
153.7009,9;8;7
156.66522,9;8;7
159.47482,9;8;7
159.74814,9;8;7
159.12589,9;8;7
157.87039,9;8;7
156.22626,9;8;7
154.9367,9;8;7
153.67606,9;8;7
152.18127,9;8;7
148.68112,9;8;7
143.52937,9;8;7
141.408,9;8;7
141.53673,9;8;7
141.65866,9;8;7
142.12256,9;8;7
141.68433,9;8;7
142.45099,9;8;7
143.7834,9;8;7
145.75853,9;8;7
147.03217,9;8;7
148.17258,9;8;7
151.02658,9;8;7
153.87476,9;8;7
155.61066,9;8;7
155.84766,9;8;7
154.21779,9;8;7
152.36888,9;8;7
151.5756,9;8;7
151.5187,9;8;7
150.1372,9;8;7
147.4544,9;8;7
143.89291,9;8;7
140.8291,9;8;7
140.69962,9;8;7
141.3342,9;8;7
141.99774,9;8;7
142.29034,9;8;7
142.55296,9;8;7
143.60266,9;8;7
146.04578,9;8;7
150.18579,9;8;7
154.15942,9;8;7
156.73932,9;8;7
156.83934,9;8;7
155.82155,9;8;7
152.9089,9;8;7
150.51273,9;8;7
149.49902,9;8;7
147.40408,9;8;7
145.37364,9;8;7
144.38489,9;8;7
143.74103,9;8;7
144.02382,9;8;7
144.50006,9;8;7
143.18002,9;8;7
141.47144,9;8;7
142.82968,9;8;7
146.14265,9;8;7
150.03168,9;8;7
155.17166,9;8;7
156.52466,9;8;7
156.23106,9;8;7
156.72519,9;8;7
159.74982,9;8;7
163.0805,9;8;7
164.32256,9;8;7
163.73015,9;8;7
161.89423,9;8;7
159.11365,9;8;7
157.24338,9;8;7
154.4532,9;8;7
150.62767,9;8;7
147.21631,9;8;7
145.93257,9;8;7
145.65053,9;8;7
144.88506,9;8;7
144.24011,9;8;7
144.81317,9;8;7
146.21545,9;8;7
146.33466,9;8;7
145.40602,9;8;7
146.00998,9;8;7
151.01202,9;8;7
155.56247,9;8
157.85667,9;8
157.35666,9;8
155.27167,9;8
151.82593,9;8
147.4103,9;8
141.61374,9;8
136.01953,9;8
132.70654,9;8
131.80783,9;8
130.93857,9;8
129.45714,9;8
127.004166,9;8;7
126.35732,9;8;7
129.88284,9;8;7
135.69568,9;8;7
143.29927,9;8;7
153.23422,9;8;7
161.63385,9;8;7
166.65573,9;8;7
168.08804,9;8;7
167.29565,9;8;7
166.40915,9;8;7
166.0881,9;8;7
166.06409,9;8;7
165.78287,9;8;7
164.82877,9;8;7
162.84947,9;8;7
162.45367,9;8;7
163.64432,9;8;7
